MSW_TAXON	TAXON	ORDER	FAMILY	HYP	LOP	FCT_HOD	FCT_AL	FCT_OL	FCT_SF	FCT_OT	FCT_CM	MASS_KG	H2O_DEP	WILD	TAXON_Kari	ORDER_Kari	FAMILY_Kari	LENGTH_MM	MASS_G	DIET_CLUSTER	FO_CP	FO_EE	FO_CF	FO_ASH	FO_NFE	DIET_CLU	DIET_EIS	flag_false_composition	diet_cat1	diet_eis1	TAXON_OLD1	TAXON_OLD2	last_checked	last_update
Mazama temama	Mazama temama	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Mazama temama	Artiodactyla	Cervidae	1035	16500	F5	15.985	5.164	14.907	10.86	53.084	10.Frugivore-Omnivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Muntiacus atherodes	Muntiacus atherodes	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Muntiacus atherodes	Artiodactyla	Cervidae	980	18939.1	H1	10.781	3.893	22.056	12.549	50.72	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus crinifrons	Muntiacus crinifrons	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Muntiacus crinifrons	Artiodactyla	Cervidae	980	18590.01	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus feae	Muntiacus feae	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Muntiacus feae	Artiodactyla	Cervidae	980	21999.99	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus gongshanensis	Muntiacus gongshanensis	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Muntiacus gongshanensis	Artiodactyla	Cervidae	980	18590.01	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus muntjak	Muntiacus muntjak	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Muntiacus muntjak	Artiodactyla	Cervidae	981.2	14000	F2	16.73	8.108	13.159	8.748	53.256	12.Frugivore-Herbivore	Herbivore-browser	0	F	Herbivore	NA	NA	NA	NA
Muntiacus puhoatensis	Muntiacus puhoatensis	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Muntiacus puhoatensis	Artiodactyla	Cervidae	980	21000	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus putaoensis	Muntiacus putaoensis	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Muntiacus putaoensis	Artiodactyla	Cervidae	980	21000	H1	8.053	4.083	25.252	7.142	55.47	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus reevesi	Muntiacus reevesi	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Muntiacus reevesi	Artiodactyla	Cervidae	718	12000	H4	8.34	3.676	25.599	9.984	52.4	12.Herbivore-Frugivore	Frugivore-omnivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus rooseveltorum	Muntiacus rooseveltorum	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Muntiacus rooseveltorum	Artiodactyla	Cervidae	980	10762.64	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Muntiacus truongsonensis	Muntiacus truongsonensis	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Muntiacus truongsonensis	Artiodactyla	Cervidae	980	21000	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Frugivore-granivore	0	H	Frugivore	Muntiacus Truongsonensis	NA	NA	NA
Muntiacus vuquangensis	Muntiacus vuquangensis	Artiodactyla	Cervidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Muntiacus vuquangensis	Artiodactyla	Cervidae	980	36690.82	H1	9.362	2.961	27.566	10.701	49.41	13.14.MF	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Odocoileus hemionus	Odocoileus hemionus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Odocoileus hemionus	Artiodactyla	Cervidae	1369.8	55766.67	H1	10.663	4.931	23.786	9.908	50.712	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Odocoileus virginianus	Odocoileus virginianus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Odocoileus virginianus	Artiodactyla	Cervidae	1460	52000	H1	11.646	4.677	21.336	9.11	53.23	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Ozotoceros bezoarticus	Ozotoceros bezoarticus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Ozotoceros bezoarticus	Artiodactyla	Cervidae	1250	35000	H1	10.666	2.871	22.63	15.741	48.091	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Przewalskium albirostris	Przewalskium albirostris	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Przewalskium albirostris	Artiodactyla	Cervidae	NA	125000	H7	8.106	2.605	33.319	8.944	47.026	14.Herbivore-Grazer		0	H	NA	NA	NA	NA	NA
Pudu mephistophiles	Pudu mephistophiles	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Pudu mephistophiles	Artiodactyla	Cervidae	712.5	9000	H4	10.679	3.324	25.465	11.39	49.142	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Pudu puda	Pudu puda	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Pudu puda	Artiodactyla	Cervidae	712.5	9000	H4	11.286	3.877	25.342	8.224	51.271	12.Herbivore-Frugivore	Frugivore-granivore	0	H	Frugivore	Puda puda	NA	NA	NA
Rangifer tarandus	Rangifer tarandus	Artiodactyla	Cervidae	1	2	1	0	1	0	0	0	NA	NA	NA	Rangifer tarandus	Artiodactyla	Cervidae	1700	113200	H4	15.785	6.737	18.995	10.314	48.169	12.Herbivore-Frugivore	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Rucervus duvaucelii	Rucervus duvaucelii	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Rucervus duvaucelii	Artiodactyla	Cervidae	NA	143000	H1	9.504	2.577	27.875	13.871	46.173	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Rucervus eldii	Rucervus eldii	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Rucervus eldii	Artiodactyla	Cervidae	1600	122500	H1	9.27	3.238	25.486	12.296	49.71	13.14.MF		0	H	NA	Cervus eldii	NA	NA	NA
Rucervus schomburgki	Rucervus schomburgki	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Rucervus schomburgki	Artiodactyla	Cervidae	NA	107626.42	H1	10.106	3.127	26.918	8.015	51.834	13.14.MF		0	H	NA	NA	NA	NA	NA
Rusa alfredi	Rusa alfredi	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Rusa alfredi	Artiodactyla	Cervidae	NA	46475.04	H4	12.105	3.649	20.518	7.086	56.643	12.Herbivore-Frugivore		0	H	NA	NA	NA	NA	NA
Rusa marianna	Rusa marianna	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Rusa marianna	Artiodactyla	Cervidae	1255	50000	H4	12.105	3.649	20.518	7.086	56.643	12.Herbivore-Frugivore		0	H	NA	NA	NA	NA	NA
Rusa timorensis	Rusa timorensis	Artiodactyla	Cervidae	1	2	1	0	1	1	0	0	NA	NA	NA	Rusa timorensis	Artiodactyla	Cervidae	1635	53000	H1	8.71	2.847	30.393	9.293	48.758	13.14.MF		0	H	NA	NA	NA	NA	NA
Rusa unicolor	Rusa unicolor	Artiodactyla	Cervidae	2	2	1	0	1	1	0	0	NA	NA	NA	Rusa unicolor	Artiodactyla	Cervidae	2040	171000	H1	9.601	3.036	26.607	10.988	49.768	13.14.MF		0	H	NA	Cervus unicolor	NA	NA	NA
Giraffa camelopardalis	Giraffa camelopardalis	Artiodactyla	Giraffidae	1	2	1	0	1	0	0	0	850	M	W	Giraffa camelopardalis	Artiodactyla	Giraffidae	3398.5	8e+05	H3	11.257	3.145	24.759	5.285	55.556	13.Herbivore-Browser	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Okapia johnstoni	Okapia johnstoni	Artiodactyla	Giraffidae	1	2	1	0	1	0	0	0	NA	NA	NA	Okapia johnstoni	Artiodactyla	Giraffidae	2060	250000	H4	12.301	4.397	18.517	10.724	54.06	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Hexaprotodon liberiensis	Hexaprotodon liberiensis	Artiodactyla	Hippopotamidae	1	0	1	0	1	1	0	0	NA	NA	NA	Hexaprotodon liberiensis	Artiodactyla	Hippopotamidae	1625	215000	H4	10.13	3.88	19.689	12.141	54.161	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Hippopotamus amphibius	Hippopotamus amphibius	Artiodactyla	Hippopotamidae	2	0	1	0	1	1	0	0	1417.5	H	W	Hippopotamus amphibius	Artiodactyla	Hippopotamidae	3975	1258333.33	H7	19.025	4.908	27.807	8.841	39.42	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Moschus anhuiensis	Moschus anhuiensis	Artiodactyla	Moschidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Moschus anhuiensis	Artiodactyla	Moschidae	850	12000	H1	11.493	3.447	25.416	12.04	47.604	13.14.MF		0	H	NA	NA	NA	NA	NA
Moschus berezovskii	Moschus berezovskii	Artiodactyla	Moschidae	1	2	1	0	1	0	0	0	NA	NA	NA	Moschus berezovskii	Artiodactyla	Moschidae	670	10900	H1	11.493	3.447	25.416	12.04	47.604	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Moschus chrysogaster	Moschus chrysogaster	Artiodactyla	Moschidae	1	2	1	0	1	0	0	0	NA	NA	NA	Moschus chrysogaster	Artiodactyla	Moschidae	850	11000	H2	12.762	6.202	21.356	15.055	44.625	13.Herbivore-Browser	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Moschus cupreus	Moschus cupreus	Artiodactyla	Moschidae	1	NA	1	0	1	0	0	0	NA	NA	NA	Moschus cupreus	Artiodactyla	Moschidae	850	12000	H2	12.762	6.202	21.356	15.055	44.625	13.Herbivore-Browser		0	H	NA	NA	NA	NA	NA
Moschus fuscus	Moschus fuscus	Artiodactyla	Moschidae	1	2	1	0	1	0	0	0	NA	NA	NA	Moschus fuscus	Artiodactyla	Moschidae	850	13697.9	H1	11.493	3.447	25.416	12.04	47.604	13.14.MF		0	H	NA	NA	NA	NA	NA
Moschus leucogaster	Moschus leucogaster	Artiodactyla	Moschidae	1	2	1	0	1	0	0	0	NA	NA	NA	Moschus leucogaster	Artiodactyla	Moschidae	850	12000	H2	12.762	6.202	21.356	15.055	44.625	13.Herbivore-Browser		0	H	NA	NA	NA	NA	NA
Moschus moschiferus	Moschus moschiferus	Artiodactyla	Moschidae	1	2	1	0	1	0	0	0	NA	NA	NA	Moschus moschiferus	Artiodactyla	Moschidae	850	12000	H4	17.761	11.789	17.513	10.226	42.71	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Babyrousa babyrussa	Babyrousa babyrussa	Artiodactyla	Suidae	1	0	1	0	0	0	0	0	NA	NA	NA	Babyrousa babyrussa	Artiodactyla	Suidae	970	85000	F2	12.836	5.855	17.242	8.557	55.511	12.Frugivore-Herbivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Babyrousa bolabatuensis	Babyrousa bolabatuensis	Artiodactyla	Suidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Babyrousa bolabatuensis	Artiodactyla	Suidae	970	1e+05	F2	12.836	5.855	17.242	8.557	55.511	12.Frugivore-Herbivore		0	F	NA	NA	NA	NA	NA
Babyrousa celebensis	Babyrousa celebensis	Artiodactyla	Suidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Babyrousa celebensis	Artiodactyla	Suidae	970	1e+05	F2	12.836	5.855	17.242	8.557	55.511	12.Frugivore-Herbivore		0	F	NA	NA	NA	NA	NA
Babyrousa togeanensis	Babyrousa togeanensis	Artiodactyla	Suidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Babyrousa togeanensis	Artiodactyla	Suidae	970	1e+05	F2	12.836	5.855	17.242	8.557	55.511	12.Frugivore-Herbivore		0	F	NA	NA	NA	NA	NA
Hylochoerus meinertzhageni	Hylochoerus meinertzhageni	Artiodactyla	Suidae	2	0	2	0	1	1	0	1	188.5	H	W	Hylochoerus meinertzhageni	Artiodactyla	Suidae	1700	202500	H1	16.623	5.088	21.338	14.117	42.834	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Phacochoerus aethiopicus	Phacochoerus aethiopicus	Artiodactyla	Suidae	3	0	3	0	0	0	1	1	50	M	W	Phacochoerus aethiopicus	Artiodactyla	Suidae	1200	71000	H1	12.77	5.785	22.644	7.728	51.073	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Phacochoerus africanus	Phacochoerus africanus	Artiodactyla	Suidae	3	0	3	0	0	0	1	1	82.5	M	W	Phacochoerus africanus	Artiodactyla	Suidae	1200	82499.99	F5	13.867	5.413	20.68	7.343	52.696	10.Frugivore-Omnivore	Herbivore-grazer	0	F	Herbivore	NA	NA	NA	NA
Potamochoerus larvatus	Potamochoerus larvatus	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	97.5	M	W	Potamochoerus larvatus	Artiodactyla	Suidae	1250	69063.79	F5	26.987	11.341	8.281	7.569	45.822	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Potamochoerus porcus	Potamochoerus porcus	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Potamochoerus porcus	Artiodactyla	Suidae	1250	71000	F5	20.829	8.628	13.931	7.164	49.448	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Sus ahoenobarbus	Sus ahoenobarbus	Artiodactyla	Suidae	1	NA	1	0	0	1	0	0	NA	NA	NA	Sus ahoenobarbus	Artiodactyla	Suidae	NA	2e+05	F5	28.896	7.685	8.9	9.837	44.683	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Sus barbatus	Sus barbatus	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus barbatus	Artiodactyla	Suidae	1350	102750	F5	28.896	7.685	8.9	9.837	44.683	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Sus bucculentus	Sus bucculentus	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus bucculentus	Artiodactyla	Suidae	NA	2e+05	F5	21.212	5.86	15.647	7.676	49.605	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Sus cebifrons	Sus cebifrons	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus cebifrons	Artiodactyla	Suidae	NA	190792.3	F5	18.687	6.32	14.206	9.262	51.524	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Sus celebensis	Sus celebensis	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus celebensis	Artiodactyla	Suidae	1350	53813.21	F5	18.687	6.32	14.206	9.262	51.524	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Sus oliveri	Sus oliveri	Artiodactyla	Suidae	1	NA	1	0	0	1	0	0	NA	NA	NA	Sus oliveri	Artiodactyla	Suidae	NA	2e+05	F13	20.364	5.54	11.335	9.409	53.352	10.Frugivore-Omnivore	Frugivore-omnivore	1	F	Frugivore	NA	NA	NA	NA
Sus philippensis	Sus philippensis	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus philippensis	Artiodactyla	Suidae	NA	190792.3	H4	10.572	3.842	15.876	17.357	52.353	12.Herbivore-Frugivore	Frugivore-omnivore	0	H	Frugivore	NA	NA	NA	NA
Sus salvanius	Sus salvanius	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus salvanius	Artiodactyla	Suidae	575	8150	F5	21.95	7.722	12.772	9.472	48.085	10.Frugivore-Omnivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Sus scrofa	Sus scrofa	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus scrofa	Artiodactyla	Suidae	1250	80000	F5	17.72	5.632	14.623	13.273	48.752	10.Frugivore-Omnivore	Herbivore-browser	0	F	Herbivore	NA	NA	NA	NA
Sus verrucosus	Sus verrucosus	Artiodactyla	Suidae	1	0	1	0	0	1	0	0	NA	NA	NA	Sus verrucosus	Artiodactyla	Suidae	1350	89406.23	H1	11.077	2.453	21.535	19.199	45.736	13.14.MF	Frugivore-omnivore	0	H	Frugivore	NA	NA	NA	NA
Catagonus wagneri	Catagonus wagneri	Artiodactyla	Tayassuidae	1	0	1	0	0	1	0	0	NA	NA	NA	Catagonus wagneri	Artiodactyla	Tayassuidae	1006	35300	H2	17.229	4.902	16.924	16.549	44.396	13.Herbivore-Browser	Frugivore-omnivore	0	H	Frugivore	NA	NA	NA	NA
Pecari tajacu	Pecari tajacu	Artiodactyla	Tayassuidae	1	0	1	0	0	1	0	0	NA	NA	NA	Pecari tajacu	Artiodactyla	Tayassuidae	858	20200	F2	11.659	4.418	18.274	9.219	56.431	12.Frugivore-Herbivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Tayassu pecari	Tayassu pecari	Artiodactyla	Tayassuidae	1	0	1	0	0	1	0	0	NA	NA	NA	Tayassu pecari	Artiodactyla	Tayassuidae	1025	32000	F2	29.459	11.98	10.213	8.016	40.332	12.Frugivore-Herbivore	Frugivore-herbivore	0	F	Frugivore	NA	NA	NA	NA
Hyemoschus aquaticus	Hyemoschus aquaticus	Artiodactyla	Tragulidae	1	2	1	0	1	0	0	0	NA	NA	NA	Hyemoschus aquaticus	Artiodactyla	Tragulidae	725	12250	F2	13.436	5.918	15.312	6.573	58.762	12.Frugivore-Herbivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Moschiola meminna	Moschiola meminna	Artiodactyla	Tragulidae	1	2	1	0	1	0	0	0	NA	NA	NA	Moschiola meminna	Artiodactyla	Tragulidae	526.8	2450	H2	26.872	4.881	13.239	21.035	33.972	13.Herbivore-Browser		0	H	NA	NA	NA	NA	NA
Tragulus javanicus	Tragulus javanicus	Artiodactyla	Tragulidae	1	2	1	0	1	0	0	0	NA	NA	NA	Tragulus javanicus	Artiodactyla	Tragulidae	430	3000	F5	34.375	6.82	14.149	10.397	34.26	10.Frugivore-Omnivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Tragulus kanchil	Tragulus kanchil	Artiodactyla	Tragulidae	1	NA	1	0	1	1	0	0	NA	NA	NA	Tragulus kanchil	Artiodactyla	Tragulidae	575	4350	H4	30.409	6.228	14.214	9.667	39.483	12.Herbivore-Frugivore	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Tragulus napu	Tragulus napu	Artiodactyla	Tragulidae	1	2	1	0	1	0	0	0	NA	NA	NA	Tragulus napu	Artiodactyla	Tragulidae	480	5900	H4	22.477	5.045	14.344	8.207	49.929	12.Herbivore-Frugivore	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Tragulus nigricans	Tragulus nigricans	Artiodactyla	Tragulidae	1	NA	1	0	1	1	0	0	NA	NA	NA	Tragulus nigricans	Artiodactyla	Tragulidae	575	4350	H4	22.477	5.045	14.344	8.207	49.929	12.Herbivore-Frugivore	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Tragulus versicolor	Tragulus versicolor	Artiodactyla	Tragulidae	1	NA	1	0	1	1	0	0	NA	NA	NA	Tragulus versicolor	Artiodactyla	Tragulidae	575	4350	H4	22.477	5.045	14.344	8.207	49.929	12.Herbivore-Frugivore	Frugivore-granivore	0	H	Frugivore	NA	NA	NA	NA
Tragulus williamsoni	Tragulus williamsoni	Artiodactyla	Tragulidae	1	NA	1	0	1	1	0	0	NA	NA	NA	Tragulus williamsoni	Artiodactyla	Tragulidae	575	4350	F5	34.375	6.82	14.149	10.397	34.26	10.Frugivore-Omnivore	Frugivore-granivore	0	F	Frugivore	NA	NA	NA	NA
Equus asinus	Equus asinus	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	100	M	D	Equus asinus	Perissodactyla	Equidae	2000	220000	H1	10.855	2.76	25.39	14.151	46.843	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Equus burchellii	Equus burchellii	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	276	H	W	Equus burchellii	Perissodactyla	Equidae	2315	235000	H7	8.987	3.025	29.513	10.138	48.337	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	Equus burchelli	NA	NA	NA
Equus caballus	Equus caballus	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	600	M	D	Equus caballus	Perissodactyla	Equidae	2000	350000	H7	8.962	2.719	29.243	11.878	47.198	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Equus grevyi	Equus grevyi	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	408	H	W	Equus grevyi	Perissodactyla	Equidae	2750	384000	H1	8.945	2.588	30.053	11.9	46.514	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Equus hemionus	Equus hemionus	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	NA	NA	NA	Equus hemionus	Perissodactyla	Equidae	2250	230000	H1	9.838	2.618	28.12	14.032	45.392	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Equus kiang	Equus kiang	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	NA	NA	NA	Equus kiang	Perissodactyla	Equidae	NA	275000	H7	8.804	2.591	30.6	11.405	46.6	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Equus onager	Equus onager	Perissodactyla	Equidae	3	NA	1	0	1	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Equus quagga	Equus quagga	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	NA	NA	NA	Equus quagga	Perissodactyla	Equidae	2570	4e+05	H7	8.804	2.591	30.6	11.405	46.6	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Equus zebra	Equus zebra	Perissodactyla	Equidae	3	2	1	0	1	0	1	1	NA	NA	NA	Equus zebra	Perissodactyla	Equidae	2350	260000	H1	11.958	2.988	25.263	12.845	46.947	13.14.MF	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Diceros bicornis	Diceros bicornis	Perissodactyla	Rhinoceratidae	2	1	1	1	1	0	0	0	1180.5	H	W	Diceros bicornis	Perissodactyla	Rhinocerotidae	3375	868960	H1	11.472	3.076	24.903	10.299	50.251	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Ceratotherium simum	Ceratotherium simum	Perissodactyla	Rhinocerotidae	3	2	1	0	1	0	1	1	2177.6	H	W	Ceratotherium simum	Perissodactyla	Rhinocerotidae	3775	2233333.33	H7	8.391	2.687	32.647	9.088	47.187	14.Herbivore-Grazer	Herbivore-grazer	0	H	Herbivore	NA	NA	NA	NA
Dicerorhinus sumatrensis	Dicerorhinus sumatrensis	Perissodactyla	Rhinocerotidae	1	1	1	1	1	0	0	0	NA	NA	NA	Dicerorhinus sumatrensis	Perissodactyla	Rhinocerotidae	2770	8e+05	H1	9.284	3.781	21.716	8.447	56.773	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Rhinoceros sondaicus	Rhinoceros sondaicus	Perissodactyla	Rhinocerotidae	1	1	1	1	1	0	0	0	NA	NA	NA	Rhinoceros sondaicus	Perissodactyla	Rhinocerotidae	3100	1400000	H1	11.812	3.804	21.031	12.16	51.194	13.14.MF	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Rhinoceros unicornis	Rhinoceros unicornis	Perissodactyla	Rhinocerotidae	1	2	1	1	1	0	0	0	NA	NA	NA	Rhinoceros unicornis	Perissodactyla	Rhinocerotidae	NA	1602333.33	H1	9.203	3.158	27.319	9.808	50.512	13.14.MF	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Tapirus bairdii	Tapirus bairdii	Perissodactyla	Tapiridae	1	0	1	1	0	0	0	0	NA	NA	NA	Tapirus bairdii	Perissodactyla	Tapiridae	1950	3e+05	H4	10.357	3.59	18.272	16.654	51.126	12.Herbivore-Frugivore	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Tapirus indicus	Tapirus indicus	Perissodactyla	Tapiridae	1	0	1	1	0	0	0	0	NA	NA	NA	Tapirus indicus	Perissodactyla	Tapiridae	2000	275000	H4	10.739	3.877	22.631	9.142	53.612	12.Herbivore-Frugivore	Herbivore-browser	0	H	Herbivore	NA	NA	NA	NA
Tapirus pinchaque	Tapirus pinchaque	Perissodactyla	Tapiridae	1	0	1	1	0	0	0	0	NA	NA	NA	Tapirus pinchaque	Perissodactyla	Tapiridae	2150	148950	H4	11.621	3.158	22.113	12.868	50.24	12.Herbivore-Frugivore	Herbivore-Mixed-Feeder	0	H	Herbivore	NA	NA	NA	NA
Tapirus terrestris	Tapirus terrestris	Perissodactyla	Tapiridae	1	0	1	1	0	0	0	0	NA	NA	NA	Tapirus terrestris	Perissodactyla	Tapiridae	1855	2e+05	H1	10.951	3.36	21.474	14.578	49.638	13.14.MF	Frugivore-herbivore	0	H	Frugivore	NA	NA	NA	NA
Aotus nigriceps	Aotus nigriceps	Primates	Aotidae	1	0	1	0	0	0	0	0	NA	NA	NA	Aotus nigriceps	Primates	Aotidae	357.5	950	F2	15.39	6.466	19.242	6.009	52.894	12.Frugivore-Herbivore	Frugivore-omnivore	0	F	Frugivore	NA	NA	NA	NA
Ateles geoffroyi	Ateles geoffroyi	Primates	Atelidae	1	0	1	0	0	0	0	0	NA	NA	NA	Ateles geoffroyi	Primates	Atelidae	435.5	7500	F2	8.319	6.11	15.544	5.404	64.624	12.Frugivore-Herbivore	Frugivore-herbivore	0	F	Frugivore	NA	NA	NA	NA
Lagothrix poeppigii	Lagothrix poeppigii	Primates	Atelidae	1	NA	1	0	0	0	0	0	NA	NA	NA	Lagothrix poeppigii	Primates	Atelidae	597	8500	F2	16.103	7.214	16.048	5.639	54.997	12.Frugivore-Herbivore	Frugivore-herbivore	0	F	Frugivore	Lagothrix poeppiggi	NA	NA	NA
